Modelo,Pooling,STS12,STS13,STS14,STS15,STS16,STSBenchmark,SICKRelatedness
roberta-base,_concat_5_tokens_mean_pooling_no_cls_and_sep_2,"{'pearson': {'mean': np.float64(0.33479336574124235), 'wmean': np.float64(0.30750573615786203)}, 'spearman': {'mean': np.float64(0.41030323898225446), 'wmean': np.float64(0.4042997563329561)}}","{'pearson': {'mean': np.float64(0.046409787874055454), 'wmean': np.float64(0.035972500091421805)}, 'spearman': {'mean': np.float64(0.12098273203223402), 'wmean': np.float64(0.12294798624717333)}}","{'pearson': {'mean': np.float64(0.153489136360071), 'wmean': np.float64(0.18818446826435503)}, 'spearman': {'mean': np.float64(0.2309869871808634), 'wmean': np.float64(0.26789921778765097)}}","{'pearson': {'mean': np.float64(0.14427592250255997), 'wmean': np.float64(0.19599274913322468)}, 'spearman': {'mean': np.float64(0.17558620312231688), 'wmean': np.float64(0.2363839922152387)}}","{'pearson': {'mean': np.float64(0.1312767148351206), 'wmean': np.float64(0.1274831159730676)}, 'spearman': {'mean': np.float64(0.21313765800051804), 'wmean': np.float64(0.21093011262530564)}}","{'devpearson': np.float64(0.3315777824236814), 'pearson': np.float64(0.3148094181094452), 'spearman': np.float64(0.3253016118314001), 'mse': 2.6279073533827013, 'yhat': array([3.16257754, 3.83649055, 3.30476585, ..., 3.43281274, 3.76501387,
       3.22483531]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.2410579262640756), 'pearson': np.float64(0.35891014237451746), 'spearman': np.float64(0.4040872494092997), 'mse': 0.9866769268023128, 'yhat': array([3.24204881, 3.76616211, 4.05018972, ..., 3.3777138 , 4.12332271,
       4.66566256]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_cls_layer_3,"{'pearson': {'mean': np.float64(0.3902674411462079), 'wmean': np.float64(0.36515802551125415)}, 'spearman': {'mean': np.float64(0.45377965922879887), 'wmean': np.float64(0.44393587804549)}}","{'pearson': {'mean': np.float64(0.1755945061142716), 'wmean': np.float64(0.2141186577849608)}, 'spearman': {'mean': np.float64(0.23165105976631736), 'wmean': np.float64(0.28081357342837615)}}","{'pearson': {'mean': np.float64(0.25397610540926313), 'wmean': np.float64(0.2679438007857136)}, 'spearman': {'mean': np.float64(0.33525584727985586), 'wmean': np.float64(0.35047155931327045)}}","{'pearson': {'mean': np.float64(0.3094605476514559), 'wmean': np.float64(0.36571401862429254)}, 'spearman': {'mean': np.float64(0.351752400958903), 'wmean': np.float64(0.4113026663734473)}}","{'pearson': {'mean': np.float64(0.38167254714267596), 'wmean': np.float64(0.39109664635204194)}, 'spearman': {'mean': np.float64(0.44398437294647375), 'wmean': np.float64(0.45463583234008725)}}","{'devpearson': np.float64(0.6245222472057236), 'pearson': np.float64(0.5090466251483378), 'spearman': np.float64(0.4986622570130166), 'mse': 1.8829668951450875, 'yhat': array([1.69051153, 1.9749657 , 3.00986336, ..., 3.64290259, 3.56006222,
       3.0044466 ]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.6658637046302696), 'pearson': np.float64(0.6856843626349688), 'spearman': np.float64(0.6331620459030536), 'mse': 0.5404118455436717, 'yhat': array([2.62712644, 3.945816  , 1.80985347, ..., 3.25687953, 4.12600664,
       4.55229468]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_mean_pooling_3,"{'pearson': {'mean': np.float64(0.3129918417334448), 'wmean': np.float64(0.2924095487730621)}, 'spearman': {'mean': np.float64(0.44324873066757886), 'wmean': np.float64(0.43160832974063024)}}","{'pearson': {'mean': np.float64(0.1303914126986302), 'wmean': np.float64(0.1569088538263553)}, 'spearman': {'mean': np.float64(0.22052535363181322), 'wmean': np.float64(0.26405095508252385)}}","{'pearson': {'mean': np.float64(0.18226372763922924), 'wmean': np.float64(0.20641263052033854)}, 'spearman': {'mean': np.float64(0.2968604870326095), 'wmean': np.float64(0.3228744334963267)}}","{'pearson': {'mean': np.float64(0.27277176367623673), 'wmean': np.float64(0.3223865625234412)}, 'spearman': {'mean': np.float64(0.343114057495685), 'wmean': np.float64(0.4007123552144609)}}","{'pearson': {'mean': np.float64(0.17717272466327835), 'wmean': np.float64(0.1783610829524631)}, 'spearman': {'mean': np.float64(0.2383954832787878), 'wmean': np.float64(0.23625204152544413)}}","{'devpearson': np.float64(0.6838659481731759), 'pearson': np.float64(0.6374757911964717), 'spearman': np.float64(0.6287940570717321), 'mse': 1.686395724771074, 'yhat': array([2.62768457, 1.37984372, 3.43014044, ..., 3.68040661, 3.33917994,
       3.21930051]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7240138242095764), 'pearson': np.float64(0.7955610870922859), 'spearman': np.float64(0.7272978620361215), 'mse': 0.37458629027654655, 'yhat': array([3.80591448, 3.90208494, 1.27014346, ..., 3.50662173, 4.19343104,
       4.26701316]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_mean_pooling_no_cls_and_sep_3,"{'pearson': {'mean': np.float64(0.3129918417334448), 'wmean': np.float64(0.2924095487730621)}, 'spearman': {'mean': np.float64(0.44324873066757886), 'wmean': np.float64(0.43160832974063024)}}","{'pearson': {'mean': np.float64(0.1303914126986302), 'wmean': np.float64(0.1569088538263553)}, 'spearman': {'mean': np.float64(0.22052535363181322), 'wmean': np.float64(0.26405095508252385)}}","{'pearson': {'mean': np.float64(0.18226372763922924), 'wmean': np.float64(0.20641263052033854)}, 'spearman': {'mean': np.float64(0.2968604870326095), 'wmean': np.float64(0.3228744334963267)}}","{'pearson': {'mean': np.float64(0.27277176367623673), 'wmean': np.float64(0.3223865625234412)}, 'spearman': {'mean': np.float64(0.343114057495685), 'wmean': np.float64(0.4007123552144609)}}","{'pearson': {'mean': np.float64(0.17717272466327835), 'wmean': np.float64(0.1783610829524631)}, 'spearman': {'mean': np.float64(0.2383954832787878), 'wmean': np.float64(0.23625204152544413)}}","{'devpearson': np.float64(0.6838659481731759), 'pearson': np.float64(0.6374757911964717), 'spearman': np.float64(0.6287940570717321), 'mse': 1.686395724771074, 'yhat': array([2.62768457, 1.37984372, 3.43014044, ..., 3.68040661, 3.33917994,
       3.21930051]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7240138242095764), 'pearson': np.float64(0.7955610870922859), 'spearman': np.float64(0.7272978620361215), 'mse': 0.37458629027654655, 'yhat': array([3.80591448, 3.90208494, 1.27014346, ..., 3.50662173, 4.19343104,
       4.26701316]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_concat_cls_layer_with_mean_pooling_3,"{'pearson': {'mean': np.float64(0.3139098345391212), 'wmean': np.float64(0.2926018351579616)}, 'spearman': {'mean': np.float64(0.4433639060872866), 'wmean': np.float64(0.4315504743508639)}}","{'pearson': {'mean': np.float64(0.1308776775776499), 'wmean': np.float64(0.15756769303104756)}, 'spearman': {'mean': np.float64(0.2208066287897872), 'wmean': np.float64(0.2643413637339132)}}","{'pearson': {'mean': np.float64(0.18295287280844397), 'wmean': np.float64(0.2063937016974261)}, 'spearman': {'mean': np.float64(0.2988478503211689), 'wmean': np.float64(0.3242814348329502)}}","{'pearson': {'mean': np.float64(0.27519641607045153), 'wmean': np.float64(0.3241746324313721)}, 'spearman': {'mean': np.float64(0.34614434830707524), 'wmean': np.float64(0.4031073519917856)}}","{'pearson': {'mean': np.float64(0.17416727148708858), 'wmean': np.float64(0.17511089720755071)}, 'spearman': {'mean': np.float64(0.23640890145637386), 'wmean': np.float64(0.23414814600560147)}}","{'devpearson': np.float64(0.6997308487414213), 'pearson': np.float64(0.6484250038049226), 'spearman': np.float64(0.6378767324237476), 'mse': 1.634025055081173, 'yhat': array([2.60093519, 1.40708909, 3.50835068, ..., 3.78805673, 3.51734834,
       3.36840068]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7287881612227636), 'pearson': np.float64(0.8013584014742409), 'spearman': np.float64(0.7326475730570438), 'mse': 0.3645239610022109, 'yhat': array([3.77303843, 3.92761558, 1.19536557, ..., 3.50412579, 4.26110228,
       4.32438329]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_concat_cls_layer_with_mean_pooling_no_cls_and_sep_3,"{'pearson': {'mean': np.float64(0.3139098345391212), 'wmean': np.float64(0.2926018351579616)}, 'spearman': {'mean': np.float64(0.4433639060872866), 'wmean': np.float64(0.4315504743508639)}}","{'pearson': {'mean': np.float64(0.1308776775776499), 'wmean': np.float64(0.15756769303104756)}, 'spearman': {'mean': np.float64(0.2208066287897872), 'wmean': np.float64(0.2643413637339132)}}","{'pearson': {'mean': np.float64(0.18295287280844397), 'wmean': np.float64(0.2063937016974261)}, 'spearman': {'mean': np.float64(0.2988478503211689), 'wmean': np.float64(0.3242814348329502)}}","{'pearson': {'mean': np.float64(0.27519641607045153), 'wmean': np.float64(0.3241746324313721)}, 'spearman': {'mean': np.float64(0.34614434830707524), 'wmean': np.float64(0.4031073519917856)}}","{'pearson': {'mean': np.float64(0.17416727148708858), 'wmean': np.float64(0.17511089720755071)}, 'spearman': {'mean': np.float64(0.23640890145637386), 'wmean': np.float64(0.23414814600560147)}}","{'devpearson': np.float64(0.6997308487414213), 'pearson': np.float64(0.6484250038049226), 'spearman': np.float64(0.6378767324237476), 'mse': 1.634025055081173, 'yhat': array([2.60093519, 1.40708909, 3.50835068, ..., 3.78805673, 3.51734834,
       3.36840068]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7287881612227636), 'pearson': np.float64(0.8013584014742409), 'spearman': np.float64(0.7326475730570438), 'mse': 0.3645239610022109, 'yhat': array([3.77303843, 3.92761558, 1.19536557, ..., 3.50412579, 4.26110228,
       4.32438329]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_concat_3_tokens_mean_pooling_3,"{'pearson': {'mean': np.float64(0.3466431469868232), 'wmean': np.float64(0.3078144344572345)}, 'spearman': {'mean': np.float64(0.44943052433062053), 'wmean': np.float64(0.4234201662901702)}}","{'pearson': {'mean': np.float64(0.0503247697294173), 'wmean': np.float64(0.04412975334219229)}, 'spearman': {'mean': np.float64(0.1363458053058004), 'wmean': np.float64(0.15212456326099177)}}","{'pearson': {'mean': np.float64(0.12622188044198854), 'wmean': np.float64(0.15558918876553485)}, 'spearman': {'mean': np.float64(0.2292145522476242), 'wmean': np.float64(0.26590941515369293)}}","{'pearson': {'mean': np.float64(0.21445990762496883), 'wmean': np.float64(0.2679820679927908)}, 'spearman': {'mean': np.float64(0.2873413546432859), 'wmean': np.float64(0.3492392111499286)}}","{'pearson': {'mean': np.float64(0.11258887426502337), 'wmean': np.float64(0.11074810022015562)}, 'spearman': {'mean': np.float64(0.1980228519136172), 'wmean': np.float64(0.19518684960689053)}}","{'devpearson': np.float64(0.507600194203562), 'pearson': np.float64(0.5089113975547217), 'spearman': np.float64(0.4991475015599815), 'mse': 1.741638583621416, 'yhat': array([2.9014627 , 1.27012954, 2.58451347, ..., 3.35552116, 3.37592301,
       2.99674472]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.5835932695645517), 'pearson': np.float64(0.7324512031563234), 'spearman': np.float64(0.6652945260526435), 'mse': 0.4761614244186644, 'yhat': array([3.74378666, 4.04824652, 2.02890059, ..., 3.31918406, 4.44601628,
       4.73860754]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_concat_5_tokens_mean_pooling_3,"{'pearson': {'mean': np.float64(0.33113866501920164), 'wmean': np.float64(0.30429483507569244)}, 'spearman': {'mean': np.float64(0.40649195548454864), 'wmean': np.float64(0.4012089328312518)}}","{'pearson': {'mean': np.float64(0.04209458654312757), 'wmean': np.float64(0.031400617690168414)}, 'spearman': {'mean': np.float64(0.1172649083902944), 'wmean': np.float64(0.11773944768737774)}}","{'pearson': {'mean': np.float64(0.15037261377664898), 'wmean': np.float64(0.18526117891696867)}, 'spearman': {'mean': np.float64(0.22657900531622058), 'wmean': np.float64(0.2643680236580045)}}","{'pearson': {'mean': np.float64(0.14740886505840314), 'wmean': np.float64(0.1994328742997568)}, 'spearman': {'mean': np.float64(0.18101992342285894), 'wmean': np.float64(0.2412663153817319)}}","{'pearson': {'mean': np.float64(0.12691236826496066), 'wmean': np.float64(0.12295518158138484)}, 'spearman': {'mean': np.float64(0.20959158744126868), 'wmean': np.float64(0.20706995074874954)}}","{'devpearson': np.float64(0.4332686563981973), 'pearson': np.float64(0.42875117947004027), 'spearman': np.float64(0.4218387135409077), 'mse': 1.8982171818959068, 'yhat': array([1.85835443, 2.52651879, 1.798623  , ..., 3.17235822, 3.4934496 ,
       3.16318945]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.48918860752196797), 'pearson': np.float64(0.6486977700013636), 'spearman': np.float64(0.5939555013471542), 'mse': 0.590644367017303, 'yhat': array([3.16024081, 4.05066383, 1.33204909, ..., 3.22128227, 4.06794865,
       4.81551175]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_concat_3_tokens_mean_pooling_no_cls_and_sep_3,"{'pearson': {'mean': np.float64(0.3466431469868232), 'wmean': np.float64(0.3078144344572345)}, 'spearman': {'mean': np.float64(0.44943052433062053), 'wmean': np.float64(0.4234201662901702)}}","{'pearson': {'mean': np.float64(0.0503247697294173), 'wmean': np.float64(0.04412975334219229)}, 'spearman': {'mean': np.float64(0.1363458053058004), 'wmean': np.float64(0.15212456326099177)}}","{'pearson': {'mean': np.float64(0.12622188044198854), 'wmean': np.float64(0.15558918876553485)}, 'spearman': {'mean': np.float64(0.2292145522476242), 'wmean': np.float64(0.26590941515369293)}}","{'pearson': {'mean': np.float64(0.21445990762496883), 'wmean': np.float64(0.2679820679927908)}, 'spearman': {'mean': np.float64(0.2873413546432859), 'wmean': np.float64(0.3492392111499286)}}","{'pearson': {'mean': np.float64(0.11258887426502337), 'wmean': np.float64(0.11074810022015562)}, 'spearman': {'mean': np.float64(0.1980228519136172), 'wmean': np.float64(0.19518684960689053)}}","{'devpearson': np.float64(0.507600194203562), 'pearson': np.float64(0.5089113975547217), 'spearman': np.float64(0.4991475015599815), 'mse': 1.741638583621416, 'yhat': array([2.9014627 , 1.27012954, 2.58451347, ..., 3.35552116, 3.37592301,
       2.99674472]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.5835932695645517), 'pearson': np.float64(0.7324512031563234), 'spearman': np.float64(0.6652945260526435), 'mse': 0.4761614244186644, 'yhat': array([3.74378666, 4.04824652, 2.02890059, ..., 3.31918406, 4.44601628,
       4.73860754]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_concat_5_tokens_mean_pooling_no_cls_and_sep_3,"{'pearson': {'mean': np.float64(0.33113866501920164), 'wmean': np.float64(0.30429483507569244)}, 'spearman': {'mean': np.float64(0.40649195548454864), 'wmean': np.float64(0.4012089328312518)}}","{'pearson': {'mean': np.float64(0.04209458654312757), 'wmean': np.float64(0.031400617690168414)}, 'spearman': {'mean': np.float64(0.1172649083902944), 'wmean': np.float64(0.11773944768737774)}}","{'pearson': {'mean': np.float64(0.15037261377664898), 'wmean': np.float64(0.18526117891696867)}, 'spearman': {'mean': np.float64(0.22657900531622058), 'wmean': np.float64(0.2643680236580045)}}","{'pearson': {'mean': np.float64(0.14740886505840314), 'wmean': np.float64(0.1994328742997568)}, 'spearman': {'mean': np.float64(0.18101992342285894), 'wmean': np.float64(0.2412663153817319)}}","{'pearson': {'mean': np.float64(0.12691236826496066), 'wmean': np.float64(0.12295518158138484)}, 'spearman': {'mean': np.float64(0.20959158744126868), 'wmean': np.float64(0.20706995074874954)}}","{'devpearson': np.float64(0.4332686563981973), 'pearson': np.float64(0.42875117947004027), 'spearman': np.float64(0.4218387135409077), 'mse': 1.8982171818959068, 'yhat': array([1.85835443, 2.52651879, 1.798623  , ..., 3.17235822, 3.4934496 ,
       3.16318945]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.48918860752196797), 'pearson': np.float64(0.6486977700013636), 'spearman': np.float64(0.5939555013471542), 'mse': 0.590644367017303, 'yhat': array([3.16024081, 4.05066383, 1.33204909, ..., 3.22128227, 4.06794865,
       4.81551175]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_cls_layer_4,"{'pearson': {'mean': np.float64(0.35320798652263913), 'wmean': np.float64(0.33926418066371034)}, 'spearman': {'mean': np.float64(0.43718110294958984), 'wmean': np.float64(0.4332674875217635)}}","{'pearson': {'mean': np.float64(0.15329889771009522), 'wmean': np.float64(0.17278353204884772)}, 'spearman': {'mean': np.float64(0.2047085544146423), 'wmean': np.float64(0.23582232022447727)}}","{'pearson': {'mean': np.float64(0.22203952820909348), 'wmean': np.float64(0.23183881279282334)}, 'spearman': {'mean': np.float64(0.2975547352488973), 'wmean': np.float64(0.31097405757314234)}}","{'pearson': {'mean': np.float64(0.29234036398874635), 'wmean': np.float64(0.33929731773421623)}, 'spearman': {'mean': np.float64(0.35256270125380446), 'wmean': np.float64(0.4050889756660334)}}","{'pearson': {'mean': np.float64(0.35110973882534113), 'wmean': np.float64(0.3593391174261881)}, 'spearman': {'mean': np.float64(0.4357487385413128), 'wmean': np.float64(0.4470643983298949)}}","{'devpearson': np.float64(0.6369228246586153), 'pearson': np.float64(0.5205908568982653), 'spearman': np.float64(0.5053537690303492), 'mse': 1.8414184104467564, 'yhat': array([2.30792212, 1.66610473, 2.79092257, ..., 4.01589958, 3.67016901,
       3.25357606]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.6752098856404527), 'pearson': np.float64(0.695307345525041), 'spearman': np.float64(0.647260559451511), 'mse': 0.5285113464021209, 'yhat': array([2.5443524 , 3.70751432, 1.84250314, ..., 3.60206874, 4.01099513,
       4.24020914]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_mean_pooling_4,"{'pearson': {'mean': np.float64(0.3067698273756674), 'wmean': np.float64(0.2866559182137958)}, 'spearman': {'mean': np.float64(0.43521264854029595), 'wmean': np.float64(0.4237646088096238)}}","{'pearson': {'mean': np.float64(0.11492235783583528), 'wmean': np.float64(0.13506878551008442)}, 'spearman': {'mean': np.float64(0.19962237666463767), 'wmean': np.float64(0.2350874199279114)}}","{'pearson': {'mean': np.float64(0.16772243170307152), 'wmean': np.float64(0.19247345215405906)}, 'spearman': {'mean': np.float64(0.2802684014097265), 'wmean': np.float64(0.307616455741221)}}","{'pearson': {'mean': np.float64(0.2591644859576424), 'wmean': np.float64(0.3082943795043627)}, 'spearman': {'mean': np.float64(0.32527854094484676), 'wmean': np.float64(0.3827564860244776)}}","{'pearson': {'mean': np.float64(0.17320202374543445), 'wmean': np.float64(0.17426040103731028)}, 'spearman': {'mean': np.float64(0.23253235684932028), 'wmean': np.float64(0.2307272299280199)}}","{'devpearson': np.float64(0.6756194870804241), 'pearson': np.float64(0.6293152678347409), 'spearman': np.float64(0.6205013326559641), 'mse': 1.6814846741270817, 'yhat': array([2.67623366, 1.8344252 , 3.30349476, ..., 3.82788955, 3.40848269,
       3.27340406]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7177909499064381), 'pearson': np.float64(0.788489433082481), 'spearman': np.float64(0.72589679543703), 'mse': 0.38896082297974766, 'yhat': array([3.45083098, 4.07549913, 1.54574725, ..., 3.35638089, 4.19474996,
       4.29295468]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_mean_pooling_no_cls_and_sep_4,"{'pearson': {'mean': np.float64(0.3067698273756674), 'wmean': np.float64(0.2866559182137958)}, 'spearman': {'mean': np.float64(0.43521264854029595), 'wmean': np.float64(0.4237646088096238)}}","{'pearson': {'mean': np.float64(0.11492235783583528), 'wmean': np.float64(0.13506878551008442)}, 'spearman': {'mean': np.float64(0.19962237666463767), 'wmean': np.float64(0.2350874199279114)}}","{'pearson': {'mean': np.float64(0.16772243170307152), 'wmean': np.float64(0.19247345215405906)}, 'spearman': {'mean': np.float64(0.2802684014097265), 'wmean': np.float64(0.307616455741221)}}","{'pearson': {'mean': np.float64(0.2591644859576424), 'wmean': np.float64(0.3082943795043627)}, 'spearman': {'mean': np.float64(0.32527854094484676), 'wmean': np.float64(0.3827564860244776)}}","{'pearson': {'mean': np.float64(0.17320202374543445), 'wmean': np.float64(0.17426040103731028)}, 'spearman': {'mean': np.float64(0.23253235684932028), 'wmean': np.float64(0.2307272299280199)}}","{'devpearson': np.float64(0.6756194870804241), 'pearson': np.float64(0.6293152678347409), 'spearman': np.float64(0.6205013326559641), 'mse': 1.6814846741270817, 'yhat': array([2.67623366, 1.8344252 , 3.30349476, ..., 3.82788955, 3.40848269,
       3.27340406]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7177909499064381), 'pearson': np.float64(0.788489433082481), 'spearman': np.float64(0.72589679543703), 'mse': 0.38896082297974766, 'yhat': array([3.45083098, 4.07549913, 1.54574725, ..., 3.35638089, 4.19474996,
       4.29295468]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_concat_cls_layer_with_mean_pooling_4,"{'pearson': {'mean': np.float64(0.30992986272451156), 'wmean': np.float64(0.28872348653414454)}, 'spearman': {'mean': np.float64(0.4370037292763792), 'wmean': np.float64(0.42515822585613217)}}","{'pearson': {'mean': np.float64(0.11599075768707952), 'wmean': np.float64(0.136390981339448)}, 'spearman': {'mean': np.float64(0.1999728985399365), 'wmean': np.float64(0.23570589057684577)}}","{'pearson': {'mean': np.float64(0.16944713446375423), 'wmean': np.float64(0.19332992290874723)}, 'spearman': {'mean': np.float64(0.2832171606434636), 'wmean': np.float64(0.30947281939612814)}}","{'pearson': {'mean': np.float64(0.2625234103475979), 'wmean': np.float64(0.31082589774242597)}, 'spearman': {'mean': np.float64(0.3291924781420941), 'wmean': np.float64(0.38601275096022786)}}","{'pearson': {'mean': np.float64(0.17097248378087054), 'wmean': np.float64(0.1718186052965105)}, 'spearman': {'mean': np.float64(0.23018579579389642), 'wmean': np.float64(0.22829716325138677)}}","{'devpearson': np.float64(0.687261130632721), 'pearson': np.float64(0.6357376266563821), 'spearman': np.float64(0.6257857841545321), 'mse': 1.613868538756645, 'yhat': array([2.68507282, 1.72535335, 3.32697484, ..., 3.88363557, 3.56773427,
       3.42776159]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7246102096458872), 'pearson': np.float64(0.7966245883835802), 'spearman': np.float64(0.7286343659456616), 'mse': 0.37333139227135664, 'yhat': array([3.50006571, 4.13708129, 1.20079198, ..., 3.37648076, 4.30692867,
       4.23302789]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_concat_cls_layer_with_mean_pooling_no_cls_and_sep_4,"{'pearson': {'mean': np.float64(0.30992986272451156), 'wmean': np.float64(0.28872348653414454)}, 'spearman': {'mean': np.float64(0.4370037292763792), 'wmean': np.float64(0.42515822585613217)}}","{'pearson': {'mean': np.float64(0.11599075768707952), 'wmean': np.float64(0.136390981339448)}, 'spearman': {'mean': np.float64(0.1999728985399365), 'wmean': np.float64(0.23570589057684577)}}","{'pearson': {'mean': np.float64(0.16944713446375423), 'wmean': np.float64(0.19332992290874723)}, 'spearman': {'mean': np.float64(0.2832171606434636), 'wmean': np.float64(0.30947281939612814)}}","{'pearson': {'mean': np.float64(0.2625234103475979), 'wmean': np.float64(0.31082589774242597)}, 'spearman': {'mean': np.float64(0.3291924781420941), 'wmean': np.float64(0.38601275096022786)}}","{'pearson': {'mean': np.float64(0.17097248378087054), 'wmean': np.float64(0.1718186052965105)}, 'spearman': {'mean': np.float64(0.23018579579389642), 'wmean': np.float64(0.22829716325138677)}}","{'devpearson': np.float64(0.687261130632721), 'pearson': np.float64(0.6357376266563821), 'spearman': np.float64(0.6257857841545321), 'mse': 1.613868538756645, 'yhat': array([2.68507282, 1.72535335, 3.32697484, ..., 3.88363557, 3.56773427,
       3.42776159]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.7246102096458872), 'pearson': np.float64(0.7966245883835802), 'spearman': np.float64(0.7286343659456616), 'mse': 0.37333139227135664, 'yhat': array([3.50006571, 4.13708129, 1.20079198, ..., 3.37648076, 4.30692867,
       4.23302789]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_concat_3_tokens_mean_pooling_4,"{'pearson': {'mean': np.float64(0.33902724965256803), 'wmean': np.float64(0.30249039604429373)}, 'spearman': {'mean': np.float64(0.43768278208646666), 'wmean': np.float64(0.41345224773335293)}}","{'pearson': {'mean': np.float64(0.044326775182878336), 'wmean': np.float64(0.03490045416896131)}, 'spearman': {'mean': np.float64(0.12683821587242597), 'wmean': np.float64(0.1381372274590717)}}","{'pearson': {'mean': np.float64(0.12117352180810533), 'wmean': np.float64(0.15110499621091406)}, 'spearman': {'mean': np.float64(0.21915434695360936), 'wmean': np.float64(0.2562243475267621)}}","{'pearson': {'mean': np.float64(0.2093475744073694), 'wmean': np.float64(0.26255430391041873)}, 'spearman': {'mean': np.float64(0.27641058544663155), 'wmean': np.float64(0.33775160315963826)}}","{'pearson': {'mean': np.float64(0.1123281066471169), 'wmean': np.float64(0.11047690898635348)}, 'spearman': {'mean': np.float64(0.1949315849058052), 'wmean': np.float64(0.1922725271568779)}}","{'devpearson': np.float64(0.49894021241629577), 'pearson': np.float64(0.49799152930821644), 'spearman': np.float64(0.49019104233918936), 'mse': 1.763409115838537, 'yhat': array([3.08715571, 1.72806515, 2.60647937, ..., 3.56910124, 3.20000463,
       3.35955363]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.5743639417166595), 'pearson': np.float64(0.7267563601133122), 'spearman': np.float64(0.6656268408161472), 'mse': 0.48452248875785225, 'yhat': array([3.59979769, 4.32627725, 2.33428478, ..., 3.35091142, 4.454912  ,
       4.61300828]), 'ndev': 500, 'ntest': 4927}"
roberta-base,_concat_5_tokens_mean_pooling_4,"{'pearson': {'mean': np.float64(0.3246674944964596), 'wmean': np.float64(0.2997334033336688)}, 'spearman': {'mean': np.float64(0.39751010852199914), 'wmean': np.float64(0.3934740037004576)}}","{'pearson': {'mean': np.float64(0.03598812696808048), 'wmean': np.float64(0.021838916441181945)}, 'spearman': {'mean': np.float64(0.10627817012336327), 'wmean': np.float64(0.102761931331039)}}","{'pearson': {'mean': np.float64(0.14505593088387178), 'wmean': np.float64(0.18009568645636925)}, 'spearman': {'mean': np.float64(0.21795606250165014), 'wmean': np.float64(0.2563106278234223)}}","{'pearson': {'mean': np.float64(0.14480704761452526), 'wmean': np.float64(0.19601325159803826)}, 'spearman': {'mean': np.float64(0.17743593268427246), 'wmean': np.float64(0.23595465394757972)}}","{'pearson': {'mean': np.float64(0.12108553474497678), 'wmean': np.float64(0.11686447387248572)}, 'spearman': {'mean': np.float64(0.2066393419168623), 'wmean': np.float64(0.2040601086646112)}}","{'devpearson': np.float64(0.32719163664252404), 'pearson': np.float64(0.30418968966428117), 'spearman': np.float64(0.3045376528911909), 'mse': 2.833930600107697, 'yhat': array([2.98433604, 3.26785277, 3.7708129 , ..., 3.57992045, 3.92621012,
       3.11309722]), 'ndev': 1500, 'ntest': 1379}","{'devpearson': np.float64(0.3835479107408927), 'pearson': np.float64(0.547351131075948), 'spearman': np.float64(0.5477701901629631), 'mse': 0.7290812013643891, 'yhat': array([3.27421698, 3.09210467, 3.66114268, ..., 3.33683283, 4.1095309 ,
       4.84021105]), 'ndev': 500, 'ntest': 4927}"
