Modelo,Pooling,out_emb_size,Nhid,STS12,STS13,STS14,STS15,STS16
bert-base,SUM_SUMALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.5637921076031007), 'wmean': np.float64(0.5603723684873785)}, 'spearman': {'mean': np.float64(0.5705490363413438), 'wmean': np.float64(0.5707734968091823)}}","{'pearson': {'mean': np.float64(0.5357217701659268), 'wmean': np.float64(0.5824552741282809)}, 'spearman': {'mean': np.float64(0.5444498100786435), 'wmean': np.float64(0.5839854924444542)}}","{'pearson': {'mean': np.float64(0.6208705359555603), 'wmean': np.float64(0.6263607904850287)}, 'spearman': {'mean': np.float64(0.6052877605861907), 'wmean': np.float64(0.6098883695850936)}}","{'pearson': {'mean': np.float64(0.6771500172182447), 'wmean': np.float64(0.6882813415608354)}, 'spearman': {'mean': np.float64(0.6852380963646387), 'wmean': np.float64(0.6943639003099233)}}","{'pearson': {'mean': np.float64(0.6596405789329735), 'wmean': np.float64(0.6636338755207642)}, 'spearman': {'mean': np.float64(0.6736054610744548), 'wmean': np.float64(0.6781624314883622)}}"
bert-base,MAX_SUMALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.55349261232738), 'wmean': np.float64(0.556447705004298)}, 'spearman': {'mean': np.float64(0.5722910561706175), 'wmean': np.float64(0.5786910881320002)}}","{'pearson': {'mean': np.float64(0.5052568586986452), 'wmean': np.float64(0.596670284844865)}, 'spearman': {'mean': np.float64(0.5048682117223176), 'wmean': np.float64(0.5934007398721735)}}","{'pearson': {'mean': np.float64(0.6307859447068046), 'wmean': np.float64(0.6330972513618823)}, 'spearman': {'mean': np.float64(0.6193157292288507), 'wmean': np.float64(0.6218802002551775)}}","{'pearson': {'mean': np.float64(0.6644283702620284), 'wmean': np.float64(0.6866255370733896)}, 'spearman': {'mean': np.float64(0.6716672869519411), 'wmean': np.float64(0.6931069208984124)}}","{'pearson': {'mean': np.float64(0.6565853707787405), 'wmean': np.float64(0.6584091330364213)}, 'spearman': {'mean': np.float64(0.6715767097740051), 'wmean': np.float64(0.6736198634730594)}}"
bert-base,AVG-NS_SUMALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.5648921409794314), 'wmean': np.float64(0.5620737720397624)}, 'spearman': {'mean': np.float64(0.5738024618086162), 'wmean': np.float64(0.5750740863796938)}}","{'pearson': {'mean': np.float64(0.5426190568028398), 'wmean': np.float64(0.5936848606603106)}, 'spearman': {'mean': np.float64(0.551039744978077), 'wmean': np.float64(0.5950628923034889)}}","{'pearson': {'mean': np.float64(0.6254270039384794), 'wmean': np.float64(0.6310640220204943)}, 'spearman': {'mean': np.float64(0.6106362516964314), 'wmean': np.float64(0.6148895964921397)}}","{'pearson': {'mean': np.float64(0.6744247306797874), 'wmean': np.float64(0.6875338152367879)}, 'spearman': {'mean': np.float64(0.6846620896297113), 'wmean': np.float64(0.6953695804720187)}}","{'pearson': {'mean': np.float64(0.6501654218983648), 'wmean': np.float64(0.6534795844037158)}, 'spearman': {'mean': np.float64(0.669723235418765), 'wmean': np.float64(0.6737432966132334)}}"
bert-base,SUM-NS_SUMALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.5648921246450935), 'wmean': np.float64(0.5620737565894109)}, 'spearman': {'mean': np.float64(0.5739610349932424), 'wmean': np.float64(0.5751758938737276)}}","{'pearson': {'mean': np.float64(0.5426190374631573), 'wmean': np.float64(0.5936848239417529)}, 'spearman': {'mean': np.float64(0.5510409425016749), 'wmean': np.float64(0.5950646885888857)}}","{'pearson': {'mean': np.float64(0.6254269793565091), 'wmean': np.float64(0.6310640006128808)}, 'spearman': {'mean': np.float64(0.6106382272539789), 'wmean': np.float64(0.6148908866770576)}}","{'pearson': {'mean': np.float64(0.6744247115330575), 'wmean': np.float64(0.6875337832870436)}, 'spearman': {'mean': np.float64(0.6846614792716517), 'wmean': np.float64(0.6953688175244441)}}","{'pearson': {'mean': np.float64(0.6501654880155694), 'wmean': np.float64(0.6534796430046914)}, 'spearman': {'mean': np.float64(0.6697232735406565), 'wmean': np.float64(0.6737433335779681)}}"
bert-base,MAX-NS_SUMALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.5421610043510228), 'wmean': np.float64(0.5448399795087169)}, 'spearman': {'mean': np.float64(0.5653120218145176), 'wmean': np.float64(0.5720739499296486)}}","{'pearson': {'mean': np.float64(0.5003823803051333), 'wmean': np.float64(0.5918516750422338)}, 'spearman': {'mean': np.float64(0.501110237962742), 'wmean': np.float64(0.5902610901146326)}}","{'pearson': {'mean': np.float64(0.6194943680768262), 'wmean': np.float64(0.6220737037599356)}, 'spearman': {'mean': np.float64(0.6118939585712727), 'wmean': np.float64(0.6143168126759769)}}","{'pearson': {'mean': np.float64(0.6527253171355687), 'wmean': np.float64(0.6766472885285532)}, 'spearman': {'mean': np.float64(0.6636139708195771), 'wmean': np.float64(0.686074202197002)}}","{'pearson': {'mean': np.float64(0.6424961101252844), 'wmean': np.float64(0.6438292118913433)}, 'spearman': {'mean': np.float64(0.6632281806748889), 'wmean': np.float64(0.6649820244058071)}}"
bert-base,CLS+AVG_SUMALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.48541516595967105), 'wmean': np.float64(0.4675040567126596)}, 'spearman': {'mean': np.float64(0.4922317269908881), 'wmean': np.float64(0.48268228528981283)}}","{'pearson': {'mean': np.float64(0.43586220785077173), 'wmean': np.float64(0.48745424556443123)}, 'spearman': {'mean': np.float64(0.4421834280367017), 'wmean': np.float64(0.4857926993793347)}}","{'pearson': {'mean': np.float64(0.5251691478605977), 'wmean': np.float64(0.5262980460845009)}, 'spearman': {'mean': np.float64(0.5097736448654908), 'wmean': np.float64(0.5102827500516308)}}","{'pearson': {'mean': np.float64(0.5797605642676114), 'wmean': np.float64(0.5838407679161304)}, 'spearman': {'mean': np.float64(0.5857341703422293), 'wmean': np.float64(0.588245855058981)}}","{'pearson': {'mean': np.float64(0.6035948664938523), 'wmean': np.float64(0.6081274370786071)}, 'spearman': {'mean': np.float64(0.6228339613383385), 'wmean': np.float64(0.6278294538171622)}}"
bert-base,CLS+SUM_SUMALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.5626561198645194), 'wmean': np.float64(0.5585570975631987)}, 'spearman': {'mean': np.float64(0.5697120859129294), 'wmean': np.float64(0.5696920558076416)}}","{'pearson': {'mean': np.float64(0.5303244039327045), 'wmean': np.float64(0.5780722775289772)}, 'spearman': {'mean': np.float64(0.5385177790824006), 'wmean': np.float64(0.5795756691650901)}}","{'pearson': {'mean': np.float64(0.6183127068669838), 'wmean': np.float64(0.6236374127219664)}, 'spearman': {'mean': np.float64(0.6030158599808676), 'wmean': np.float64(0.6074240816586112)}}","{'pearson': {'mean': np.float64(0.6766278208656319), 'wmean': np.float64(0.6874423790980029)}, 'spearman': {'mean': np.float64(0.6842640596648856), 'wmean': np.float64(0.6931793464856841)}}","{'pearson': {'mean': np.float64(0.6596205336192444), 'wmean': np.float64(0.6637247875081099)}, 'spearman': {'mean': np.float64(0.673207014679415), 'wmean': np.float64(0.6778301420357759)}}"
bert-base,CLS+MAX_SUMALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.5445835808489077), 'wmean': np.float64(0.5407007962820581)}, 'spearman': {'mean': np.float64(0.5581711722306354), 'wmean': np.float64(0.5604518938660091)}}","{'pearson': {'mean': np.float64(0.46941095483186784), 'wmean': np.float64(0.5562493465579914)}, 'spearman': {'mean': np.float64(0.4725271845221546), 'wmean': np.float64(0.5540136010864982)}}","{'pearson': {'mean': np.float64(0.6053146511051439), 'wmean': np.float64(0.6032370906720098)}, 'spearman': {'mean': np.float64(0.5931288381457249), 'wmean': np.float64(0.591908942277377)}}","{'pearson': {'mean': np.float64(0.6537255616537051), 'wmean': np.float64(0.668261916241629)}, 'spearman': {'mean': np.float64(0.6588800902908549), 'wmean': np.float64(0.6740507994062416)}}","{'pearson': {'mean': np.float64(0.6611137054685294), 'wmean': np.float64(0.6640592925539803)}, 'spearman': {'mean': np.float64(0.6721497719429771), 'wmean': np.float64(0.6752774497186907)}}"
bert-base,CLS+AVG-NS_SUMALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.4981637795237729), 'wmean': np.float64(0.4826708989437048)}, 'spearman': {'mean': np.float64(0.5040082846640151), 'wmean': np.float64(0.4966774441156692)}}","{'pearson': {'mean': np.float64(0.4558104304301664), 'wmean': np.float64(0.5100558365272752)}, 'spearman': {'mean': np.float64(0.46180377678964657), 'wmean': np.float64(0.5079282625852444)}}","{'pearson': {'mean': np.float64(0.5427674875417688), 'wmean': np.float64(0.5442811205604109)}, 'spearman': {'mean': np.float64(0.5267956825606931), 'wmean': np.float64(0.5275548048413178)}}","{'pearson': {'mean': np.float64(0.5924699830431256), 'wmean': np.float64(0.598972881376599)}, 'spearman': {'mean': np.float64(0.5986188255474566), 'wmean': np.float64(0.6033484156704744)}}","{'pearson': {'mean': np.float64(0.6067111057071611), 'wmean': np.float64(0.6107490953511535)}, 'spearman': {'mean': np.float64(0.6277849627751301), 'wmean': np.float64(0.632432137181276)}}"
bert-base,CLS+SUM-NS_SUMALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.5638663395398107), 'wmean': np.float64(0.5600838468504019)}, 'spearman': {'mean': np.float64(0.5735721474933758), 'wmean': np.float64(0.5744105189353461)}}","{'pearson': {'mean': np.float64(0.5364500623966277), 'wmean': np.float64(0.5886965449144049)}, 'spearman': {'mean': np.float64(0.545615958992954), 'wmean': np.float64(0.5902652655592148)}}","{'pearson': {'mean': np.float64(0.6227903330673734), 'wmean': np.float64(0.6281655781983367)}, 'spearman': {'mean': np.float64(0.6080411503259907), 'wmean': np.float64(0.6121777871906326)}}","{'pearson': {'mean': np.float64(0.6743869196178272), 'wmean': np.float64(0.687056294311454)}, 'spearman': {'mean': np.float64(0.6836693124200531), 'wmean': np.float64(0.6941057884270867)}}","{'pearson': {'mean': np.float64(0.6515869402118187), 'wmean': np.float64(0.6550749686864027)}, 'spearman': {'mean': np.float64(0.6699767648771692), 'wmean': np.float64(0.6741552233596403)}}"
bert-base,CLS+MAX-NS_SUMALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.5387855964210664), 'wmean': np.float64(0.5348612459210966)}, 'spearman': {'mean': np.float64(0.5552748683778539), 'wmean': np.float64(0.5578344061244568)}}","{'pearson': {'mean': np.float64(0.4682155775738905), 'wmean': np.float64(0.555500193640076)}, 'spearman': {'mean': np.float64(0.47159181728186256), 'wmean': np.float64(0.5539043009543801)}}","{'pearson': {'mean': np.float64(0.5992642291777076), 'wmean': np.float64(0.5974879875697184)}, 'spearman': {'mean': np.float64(0.5889279430986404), 'wmean': np.float64(0.5879075630227021)}}","{'pearson': {'mean': np.float64(0.6470178854946775), 'wmean': np.float64(0.6632799608969789)}, 'spearman': {'mean': np.float64(0.6543425837209687), 'wmean': np.float64(0.6708085996911227)}}","{'pearson': {'mean': np.float64(0.6534827973478947), 'wmean': np.float64(0.6561299610994632)}, 'spearman': {'mean': np.float64(0.6673276546284541), 'wmean': np.float64(0.6702981346426719)}}"
bert-base,DY3_SUMALL,torch.Size([2304]),0,"{'pearson': {'mean': np.float64(0.446861421080966), 'wmean': np.float64(0.4199228529776685)}, 'spearman': {'mean': np.float64(0.49253598347975), 'wmean': np.float64(0.46089881369348173)}}","{'pearson': {'mean': np.float64(0.2544773669574241), 'wmean': np.float64(0.30561561720843244)}, 'spearman': {'mean': np.float64(0.28071747579856654), 'wmean': np.float64(0.33312238995935917)}}","{'pearson': {'mean': np.float64(0.3932900992438461), 'wmean': np.float64(0.41213380909542735)}, 'spearman': {'mean': np.float64(0.4216348551738844), 'wmean': np.float64(0.4359807457795794)}}","{'pearson': {'mean': np.float64(0.5032535880659502), 'wmean': np.float64(0.5358969298421971)}, 'spearman': {'mean': np.float64(0.5357971976950949), 'wmean': np.float64(0.5627298323185689)}}","{'pearson': {'mean': np.float64(0.4030078754925526), 'wmean': np.float64(0.4115521294201928)}, 'spearman': {'mean': np.float64(0.43543553751543057), 'wmean': np.float64(0.44492391030999745)}}"
bert-base,DY3-NS_SUMALL,torch.Size([2304]),0,"{'pearson': {'mean': np.float64(0.4613653832084529), 'wmean': np.float64(0.43576245843827227)}, 'spearman': {'mean': np.float64(0.511838000438227), 'wmean': np.float64(0.48191721269046667)}}","{'pearson': {'mean': np.float64(0.2985866594366711), 'wmean': np.float64(0.3588143040785451)}, 'spearman': {'mean': np.float64(0.3113847973333949), 'wmean': np.float64(0.37364021778576806)}}","{'pearson': {'mean': np.float64(0.42504907318041835), 'wmean': np.float64(0.4462994826355659)}, 'spearman': {'mean': np.float64(0.4425333780598466), 'wmean': np.float64(0.45899394571981633)}}","{'pearson': {'mean': np.float64(0.5111684023767828), 'wmean': np.float64(0.542972070695492)}, 'spearman': {'mean': np.float64(0.5398913191946899), 'wmean': np.float64(0.5658687734331934)}}","{'pearson': {'mean': np.float64(0.43872796945627746), 'wmean': np.float64(0.44856009142485104)}, 'spearman': {'mean': np.float64(0.46979231476854943), 'wmean': np.float64(0.48003761579467824)}}"
bert-base,DY5_SUMALL,torch.Size([3840]),0,"{'pearson': {'mean': np.float64(0.40393594432822677), 'wmean': np.float64(0.372424314292022)}, 'spearman': {'mean': np.float64(0.44455183135671816), 'wmean': np.float64(0.410595808440889)}}","{'pearson': {'mean': np.float64(0.21264607274468758), 'wmean': np.float64(0.2524998198247212)}, 'spearman': {'mean': np.float64(0.2275121652547303), 'wmean': np.float64(0.2704888914394693)}}","{'pearson': {'mean': np.float64(0.31804841587973776), 'wmean': np.float64(0.355221162528998)}, 'spearman': {'mean': np.float64(0.32213549964729493), 'wmean': np.float64(0.35217587877821344)}}","{'pearson': {'mean': np.float64(0.4326757815674213), 'wmean': np.float64(0.4609697132178143)}, 'spearman': {'mean': np.float64(0.4372137179741161), 'wmean': np.float64(0.4607815106547826)}}","{'pearson': {'mean': np.float64(0.26275395745908925), 'wmean': np.float64(0.26362172774732445)}, 'spearman': {'mean': np.float64(0.26918615390622597), 'wmean': np.float64(0.2711118474035796)}}"
bert-base,DY5-NS_SUMALL,torch.Size([3840]),0,"{'pearson': {'mean': np.float64(0.4255026765021073), 'wmean': np.float64(0.39668723692829944)}, 'spearman': {'mean': np.float64(0.45668976383889276), 'wmean': np.float64(0.4213017820882644)}}","{'pearson': {'mean': np.float64(0.26250849250058367), 'wmean': np.float64(0.3080608539495348)}, 'spearman': {'mean': np.float64(0.2537733281698742), 'wmean': np.float64(0.3027992132544669)}}","{'pearson': {'mean': np.float64(0.3324791567955972), 'wmean': np.float64(0.3421388273682533)}, 'spearman': {'mean': np.float64(0.3453628012377689), 'wmean': np.float64(0.3511484775151515)}}","{'pearson': {'mean': np.float64(0.45970457647492824), 'wmean': np.float64(0.4888028140357986)}, 'spearman': {'mean': np.float64(0.46611131090883867), 'wmean': np.float64(0.4917604737119863)}}","{'pearson': {'mean': np.float64(0.3447776235811094), 'wmean': np.float64(0.350790642736167)}, 'spearman': {'mean': np.float64(0.3446738809772182), 'wmean': np.float64(0.35115334993143393)}}"
bert-base,CLS_AVGALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.28716791258458585), 'wmean': np.float64(0.2470371525351693)}, 'spearman': {'mean': np.float64(0.30665920304143823), 'wmean': np.float64(0.2768692280913402)}}","{'pearson': {'mean': np.float64(0.22326763919718737), 'wmean': np.float64(0.2695966306332673)}, 'spearman': {'mean': np.float64(0.23188742398930454), 'wmean': np.float64(0.27711781123334694)}}","{'pearson': {'mean': np.float64(0.28261287680422714), 'wmean': np.float64(0.2820881766744942)}, 'spearman': {'mean': np.float64(0.2919742855361871), 'wmean': np.float64(0.2880969699149392)}}","{'pearson': {'mean': np.float64(0.3153860545345385), 'wmean': np.float64(0.3185383785652799)}, 'spearman': {'mean': np.float64(0.353062864774327), 'wmean': np.float64(0.35341692269383324)}}","{'pearson': {'mean': np.float64(0.3989981207090193), 'wmean': np.float64(0.4066539075101422)}, 'spearman': {'mean': np.float64(0.4697863313001541), 'wmean': np.float64(0.4773437724342532)}}"
bert-base,AVG_AVGALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.5637920801227126), 'wmean': np.float64(0.5603723365371046)}, 'spearman': {'mean': np.float64(0.5705338489856471), 'wmean': np.float64(0.5707629467872035)}}","{'pearson': {'mean': np.float64(0.5357216631204446), 'wmean': np.float64(0.5824552433313291)}, 'spearman': {'mean': np.float64(0.5444489757663842), 'wmean': np.float64(0.5839842409760654)}}","{'pearson': {'mean': np.float64(0.6208705690978102), 'wmean': np.float64(0.6263608312918761)}, 'spearman': {'mean': np.float64(0.6052897014799198), 'wmean': np.float64(0.6098897686108792)}}","{'pearson': {'mean': np.float64(0.6771499855423154), 'wmean': np.float64(0.688281302201283)}, 'spearman': {'mean': np.float64(0.6852370216537055), 'wmean': np.float64(0.6943632232588957)}}","{'pearson': {'mean': np.float64(0.659640664537794), 'wmean': np.float64(0.6636339632771066)}, 'spearman': {'mean': np.float64(0.6736054610744548), 'wmean': np.float64(0.6781624314883622)}}"
bert-base,SUM_AVGALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.563792111074015), 'wmean': np.float64(0.5603723645769287)}, 'spearman': {'mean': np.float64(0.570515014710107), 'wmean': np.float64(0.5707496629550181)}}","{'pearson': {'mean': np.float64(0.5357217725373166), 'wmean': np.float64(0.5824552640295247)}, 'spearman': {'mean': np.float64(0.5444506428856699), 'wmean': np.float64(0.583986741654994)}}","{'pearson': {'mean': np.float64(0.6208705136541091), 'wmean': np.float64(0.6263607738953605)}, 'spearman': {'mean': np.float64(0.6052887431644052), 'wmean': np.float64(0.6098890344111523)}}","{'pearson': {'mean': np.float64(0.6771499777444537), 'wmean': np.float64(0.6882813037464433)}, 'spearman': {'mean': np.float64(0.6852360890112239), 'wmean': np.float64(0.6943627339054743)}}","{'pearson': {'mean': np.float64(0.6596406133678033), 'wmean': np.float64(0.6636339055114983)}, 'spearman': {'mean': np.float64(0.6736054337920174), 'wmean': np.float64(0.678162402848704)}}"
bert-base,MAX_AVGALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.5534926225952346), 'wmean': np.float64(0.5564477007609251)}, 'spearman': {'mean': np.float64(0.5721231021872276), 'wmean': np.float64(0.5785826613900652)}}","{'pearson': {'mean': np.float64(0.5052567752043053), 'wmean': np.float64(0.5966702937434877)}, 'spearman': {'mean': np.float64(0.5048673789152911), 'wmean': np.float64(0.5933994906616339)}}","{'pearson': {'mean': np.float64(0.6307859408450645), 'wmean': np.float64(0.6330972358417899)}, 'spearman': {'mean': np.float64(0.6193145485225388), 'wmean': np.float64(0.6218793953884387)}}","{'pearson': {'mean': np.float64(0.6644282911658466), 'wmean': np.float64(0.6866254939306673)}, 'spearman': {'mean': np.float64(0.6716672781839705), 'wmean': np.float64(0.6931069099384491)}}","{'pearson': {'mean': np.float64(0.6565853698398377), 'wmean': np.float64(0.6584091378155114)}, 'spearman': {'mean': np.float64(0.6715767097740051), 'wmean': np.float64(0.6736198634730594)}}"
bert-base,AVG-NS_AVGALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.5648921726682954), 'wmean': np.float64(0.5620738067195128)}, 'spearman': {'mean': np.float64(0.573820167415908), 'wmean': np.float64(0.5750845419950302)}}","{'pearson': {'mean': np.float64(0.5426191191594296), 'wmean': np.float64(0.5936849115812637)}, 'spearman': {'mean': np.float64(0.5510425630285121), 'wmean': np.float64(0.5950665068199972)}}","{'pearson': {'mean': np.float64(0.6254269941303958), 'wmean': np.float64(0.6310640178355751)}, 'spearman': {'mean': np.float64(0.6106361975948397), 'wmean': np.float64(0.6148895566271652)}}","{'pearson': {'mean': np.float64(0.6744247028216837), 'wmean': np.float64(0.6875337968722468)}, 'spearman': {'mean': np.float64(0.684660878504698), 'wmean': np.float64(0.6953680665657521)}}","{'pearson': {'mean': np.float64(0.6501655691929034), 'wmean': np.float64(0.6534797162133241)}, 'spearman': {'mean': np.float64(0.669723235418765), 'wmean': np.float64(0.6737432966132334)}}"
bert-base,SUM-NS_AVGALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.5648921457037818), 'wmean': np.float64(0.56207378140487)}, 'spearman': {'mean': np.float64(0.57397533552596), 'wmean': np.float64(0.5751850445168964)}}","{'pearson': {'mean': np.float64(0.5426190889128081), 'wmean': np.float64(0.5936848627603241)}, 'spearman': {'mean': np.float64(0.5510385413600486), 'wmean': np.float64(0.5950610868764464)}}","{'pearson': {'mean': np.float64(0.6254270249798785), 'wmean': np.float64(0.63106403917826)}, 'spearman': {'mean': np.float64(0.6106350090916189), 'wmean': np.float64(0.6148887018166748)}}","{'pearson': {'mean': np.float64(0.6744247327118309), 'wmean': np.float64(0.687533805425374)}, 'spearman': {'mean': np.float64(0.6846598193828792), 'wmean': np.float64(0.6953674190012273)}}","{'pearson': {'mean': np.float64(0.6501653875348067), 'wmean': np.float64(0.6534795514536994)}, 'spearman': {'mean': np.float64(0.669723208281982), 'wmean': np.float64(0.6737432681264756)}}"
bert-base,MAX-NS_AVGALL,torch.Size([768]),0,"{'pearson': {'mean': np.float64(0.542160983009278), 'wmean': np.float64(0.5448399506456347)}, 'spearman': {'mean': np.float64(0.5652835974868617), 'wmean': np.float64(0.5720556513668844)}}","{'pearson': {'mean': np.float64(0.5003824181340066), 'wmean': np.float64(0.5918517396943318)}, 'spearman': {'mean': np.float64(0.5011110691774302), 'wmean': np.float64(0.5902623369366647)}}","{'pearson': {'mean': np.float64(0.6194943562354637), 'wmean': np.float64(0.6220736983758576)}, 'spearman': {'mean': np.float64(0.6118921952575648), 'wmean': np.float64(0.6143152162847604)}}","{'pearson': {'mean': np.float64(0.6527253302371985), 'wmean': np.float64(0.6766473119674129)}, 'spearman': {'mean': np.float64(0.6636139843539023), 'wmean': np.float64(0.6860742191149084)}}","{'pearson': {'mean': np.float64(0.6424961519286693), 'wmean': np.float64(0.6438292603559702)}, 'spearman': {'mean': np.float64(0.6632281806748889), 'wmean': np.float64(0.6649820244058071)}}"
bert-base,CLS+AVG_AVGALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.48541513132865594), 'wmean': np.float64(0.4675040312558472)}, 'spearman': {'mean': np.float64(0.4923122348861554), 'wmean': np.float64(0.48273373592878505)}}","{'pearson': {'mean': np.float64(0.43586228464605714), 'wmean': np.float64(0.48745433158134394)}, 'spearman': {'mean': np.float64(0.4421834280367017), 'wmean': np.float64(0.4857926993793347)}}","{'pearson': {'mean': np.float64(0.5251689976311245), 'wmean': np.float64(0.5262979480843406)}, 'spearman': {'mean': np.float64(0.5097724788440855), 'wmean': np.float64(0.5102814292639776)}}","{'pearson': {'mean': np.float64(0.5797602890813646), 'wmean': np.float64(0.5838405508938536)}, 'spearman': {'mean': np.float64(0.5857347325732439), 'wmean': np.float64(0.5882465578477492)}}","{'pearson': {'mean': np.float64(0.6035946212089257), 'wmean': np.float64(0.6081271896077474)}, 'spearman': {'mean': np.float64(0.6228339868306221), 'wmean': np.float64(0.6278294805776116)}}"
bert-base,CLS+SUM_AVGALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.5626561893389356), 'wmean': np.float64(0.5585571588508907)}, 'spearman': {'mean': np.float64(0.5698033135657496), 'wmean': np.float64(0.5697504469002249)}}","{'pearson': {'mean': np.float64(0.5303244461093615), 'wmean': np.float64(0.578072307392722)}, 'spearman': {'mean': np.float64(0.5385186103897656), 'wmean': np.float64(0.5795769161261373)}}","{'pearson': {'mean': np.float64(0.618312671739745), 'wmean': np.float64(0.6236373987087263)}, 'spearman': {'mean': np.float64(0.603017223081485), 'wmean': np.float64(0.6074259043512534)}}","{'pearson': {'mean': np.float64(0.6766278190001497), 'wmean': np.float64(0.6874423862786703)}, 'spearman': {'mean': np.float64(0.6842639995394649), 'wmean': np.float64(0.693179947783509)}}","{'pearson': {'mean': np.float64(0.6596206781153034), 'wmean': np.float64(0.6637249246483351)}, 'spearman': {'mean': np.float64(0.673207014679415), 'wmean': np.float64(0.6778301420357759)}}"
bert-base,CLS+MAX_AVGALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.5445834692475776), 'wmean': np.float64(0.5407007093105011)}, 'spearman': {'mean': np.float64(0.5581656045270713), 'wmean': np.float64(0.5604449833694717)}}","{'pearson': {'mean': np.float64(0.46941092271811646), 'wmean': np.float64(0.5562492842923131)}, 'spearman': {'mean': np.float64(0.4725280157971201), 'wmean': np.float64(0.5540148479989465)}}","{'pearson': {'mean': np.float64(0.6053146938475553), 'wmean': np.float64(0.6032371415676163)}, 'spearman': {'mean': np.float64(0.5931301737795357), 'wmean': np.float64(0.591909905073441)}}","{'pearson': {'mean': np.float64(0.6537256473503349), 'wmean': np.float64(0.6682619957115005)}, 'spearman': {'mean': np.float64(0.6588807703053503), 'wmean': np.float64(0.6740516494243608)}}","{'pearson': {'mean': np.float64(0.6611139123158247), 'wmean': np.float64(0.6640594949995466)}, 'spearman': {'mean': np.float64(0.6721497719429771), 'wmean': np.float64(0.6752774497186907)}}"
bert-base,CLS+AVG-NS_AVGALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.49816373584437096), 'wmean': np.float64(0.4826707986493135)}, 'spearman': {'mean': np.float64(0.5040318031713812), 'wmean': np.float64(0.49669194101731984)}}","{'pearson': {'mean': np.float64(0.45581055729900105), 'wmean': np.float64(0.5100559339350361)}, 'spearman': {'mean': np.float64(0.4618029426120385), 'wmean': np.float64(0.5079270113188322)}}","{'pearson': {'mean': np.float64(0.5427674264988608), 'wmean': np.float64(0.5442810421279941)}, 'spearman': {'mean': np.float64(0.5267926976413734), 'wmean': np.float64(0.5275518162914032)}}","{'pearson': {'mean': np.float64(0.5924700130945961), 'wmean': np.float64(0.5989729189337615)}, 'spearman': {'mean': np.float64(0.598619188076924), 'wmean': np.float64(0.6033488688323086)}}","{'pearson': {'mean': np.float64(0.6067110789611481), 'wmean': np.float64(0.6107490801997455)}, 'spearman': {'mean': np.float64(0.6277848854996406), 'wmean': np.float64(0.632432056061559)}}"
bert-base,CLS+SUM-NS_AVGALL,torch.Size([1536]),0,"{'pearson': {'mean': np.float64(0.563866305778878), 'wmean': np.float64(0.5600838029584927)}, 'spearman': {'mean': np.float64(0.5736084639410028), 'wmean': np.float64(0.5744348002379339)}}","{'pearson': {'mean': np.float64(0.5364500430926785), 'wmean': np.float64(0.5886965411389)}, 'spearman': {'mean': np.float64(0.5456151261859276), 'wmean': np.float64(0.5902640163486751)}}","{'pearson': {'mean': np.float64(0.622790315189209), 'wmean': np.float64(0.6281655615288707)}, 'spearman': {'mean': np.float64(0.6080399048433766), 'wmean': np.float64(0.6121768916904249)}}","{'pearson': {'mean': np.float64(0.6743869531254132), 'wmean': np.float64(0.6870563156234079)}, 'spearman': {'mean': np.float64(0.6836754935484428), 'wmean': np.float64(0.6941096623924647)}}","{'pearson': {'mean': np.float64(0.6515869553227536), 'wmean': np.float64(0.6550749820019828)}, 'spearman': {'mean': np.float64(0.6699767920144424), 'wmean': np.float64(0.6741552518469127)}}"
